Soviet Union;URS;10;6;6
East Germany;GDR;9;7;7
United States;USA*;6;4;2
Austria;AUT;3;2;2
Sweden;SWE;3;0;1
Liechtenstein;LIE;2;2;0
Finland;FIN;1;5;3
Norway;NOR;1;3;6
Netherlands;NED;1;2;1
Switzerland;SUI;1;1;3
Great Britain;GBR;1;0;0
West Germany;FRG;0;2;3
Italy;ITA;0;2;0
Canada;CAN;0;1;1
Hungary;HUN;0;1;0
Japan;JPN;0;1;0
Bulgaria;BUL;0;0;1
Czechoslovakia;TCH;0;0;1
France;FRA;0;0;1
