Soviet Union;URS;11;9;9
East Germany;GDR;9;10;6
Switzerland;SUI;5;5;5
Finland;FIN;4;1;2
Sweden;SWE;4;0;2
Austria;AUT;3;5;2
Netherlands;NED;3;2;2
West Germany;FRG;2;4;2
United States;USA;2;1;3
Italy;ITA;2;1;2
France;FRA;1;0;1
Norway;NOR;0;3;2
Canada;CAN*;0;2;3
Yugoslavia;YUG;0;2;1
Czechoslovakia;TCH;0;1;2
Japan;JPN;0;0;1
Liechtenstein;LIE;0;0;1
