Soviet Union;URS;7;5;9
Germany;GER;4;3;1
United States;USA*;3;4;3
Norway;NOR;3;3;0
Sweden;SWE;3;2;2
Finland;FIN;2;3;3
Canada;CAN;2;1;1
Switzerland;SUI;2;0;0
Austria;AUT;1;2;3
France;FRA;1;0;2
Netherlands;NED;0;1;1
Poland;POL;0;1;1
Czechoslovakia;TCH;0;1;0
Italy;ITA;0;0;1
