Soviet Union;URS;11;8;6
Austria;AUT*;4;5;3
Norway;NOR;3;6;6
Finland;FIN;3;4;3
France;FRA;3;4;0
United Team of Germany;EUA;3;3;3
Sweden;SWE;3;3;1
United States;USA;1;2;4
Canada;CAN;1;1;1
Netherlands;NED;1;1;0
Great Britain;GBR;1;0;0
Italy;ITA;0;1;3
North Korea;PRK;0;1;0
Czechoslovakia;TCH;0;0;1
