East Germany;GDR;9;9;6
Soviet Union;URS;6;10;9
United States;USA;4;4;0
Finland;FIN;4;3;6
Sweden;SWE;4;2;2
Norway;NOR;3;2;4
Switzerland;SUI;2;2;1
Canada;CAN;2;1;1
West Germany;FRG;2;1;1
Italy;ITA;2;0;0
Great Britain;GBR;1;0;0
Czechoslovakia;TCH;0;2;4
France;FRA;0;1;2
Japan;JPN;0;1;0
Yugoslavia;YUG*;0;1;0
Liechtenstein;LIE;0;0;2
Austria;AUT;0;0;1
